,Name,Encoded Name,Searched City,Yelp URL,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Neighborhood,Yelp Tags
123,Lionhead,Lionhead,Seattle,https://www.yelp.com/biz/lionhead-seattle-2,4,341,"618 Broadway E Seattle, WA 98102",$$,Capitol Hill,"['Szechuan', 'Cocktail Bars', 'Noodles']"
124,Taku,Taku,Seattle,https://www.yelp.com/biz/taku-seattle,3.8,231,"706 E Pike St Seattle, WA 98122",$$,Capitol Hill,"['Izakaya', 'Bars']"
125,Birch,Birch,Seattle,https://www.yelp.com/biz/birch-seattle,4.3,25,"1001 Fairview Ave N Ste 2250 Seattle, WA 98109",,"South Lake Union, Eastlake","['New American', 'Seafood']"
126,S/T Hooligans,S/T%20Hooligans,Seattle,https://www.yelp.com/biz/s-t-hooligans-seattle,4.7,431,"4354 Leary Way NW Seattle, WA 98107",$$,Fremont,"['Cajun/Creole', 'Burgers', 'New American']"
127,Tamarind Tree,Tamarind%20Tree,Seattle,https://www.yelp.com/biz/tamarind-tree-restaurant-seattle,3.9,1620,"1036 S Jackson St Ste A Seattle, WA 98104",$$,"Little Saigon, Chinatown International District","['Vietnamese', 'Noodles']"
128,Gan Bei,Gan%20Bei,Seattle,https://www.yelp.com/biz/gan-bei-seattle,4.2,109,"670 S Weller St Seattle, WA 98104",$$,"Chinatown, Chinatown International District","['Comfort Food', 'Asian Fusion', 'Hong Kong Style Cafe']"
129,Cafe Flora,Cafe%20Flora,Seattle,https://www.yelp.com/biz/cafe-flora-seattle,4,1567,"2901 E Madison St Seattle, WA 98112",$$,Madison Valley,"['Vegetarian', 'Vegan', 'Gluten-Free']"
130,S/T Hooligans,S/T%20Hooligans,Seattle,https://www.yelp.com/biz/s-t-hooligans-seattle,4.7,431,"4354 Leary Way NW Seattle, WA 98107",$$,Fremont,"['Cajun/Creole', 'Burgers', 'New American']"
131,Blotto,Blotto,Seattle,https://www.yelp.com/biz/blotto-seattle,4.7,75,"1830 12th Ave Seattle, WA 98122",,Capitol Hill,"['Pizza', 'Wine Bars']"
132,Ba Bar,Ba%20Bar,Seattle,https://www.yelp.com/biz/ba-bar-seattle,3.7,1521,"550 12th Ave Seattle, WA 98122",$$,Central District,"['Vietnamese', 'Cocktail Bars']"
133,Cafe Flora,Cafe%20Flora,Seattle,https://www.yelp.com/biz/cafe-flora-seattle,4,1567,"2901 E Madison St Seattle, WA 98112",$$,Madison Valley,"['Vegetarian', 'Vegan', 'Gluten-Free']"
134,ChungChun Rice Hot Dog,ChungChun%20Rice%20Hot%20Dog,Seattle,https://www.yelp.com/biz/chung-chun-rice-hot-dog-seattle,4.5,595,"502 S King St Seattle, WA 98104",$,"Chinatown, Chinatown International District","['Korean', 'Hot Dogs']"
135,Seoul Bowl & Bar,Seoul%20Bowl%20%26%20Bar,Seattle,https://www.yelp.com/biz/seoul-bowl-seattle-7,4.4,157,"722 12th ave Seattle, WA 98122",$$,Central District,"['Food Trucks', 'Korean']"
136,The Hart and The Hunter,The%20Hart%20and%20The%20Hunter,Seattle,https://www.yelp.com/biz/the-hart-and-the-hunter-seattle-2,4,272,"111 Pine St Seattle, WA 98101",$$,Downtown,"['Breakfast & Brunch', 'Cocktail Bars', 'Diners']"
137,Addo 206,Addo%20206,Seattle,https://www.yelp.com/biz/addo-206-seattle,4.5,8,"1417 Elliott Ave W Seattle, WA 98119",,Interbay,"['Puerto Rican', 'American']"
138,Herb & Bitter Public House,Herb%20%26%20Bitter%20Public%20House,Seattle,https://www.yelp.com/biz/herb-and-bitter-public-house-seattle,4,391,"516 Broadway E Seattle, WA 98102",$$,Capitol Hill,"['Cocktail Bars', 'New American', 'Gastropubs']"
139,Phnom Penh Noodle House,Phnom%20Penh%20Noodle%20House,Seattle,https://www.yelp.com/biz/phnom-penh-noodle-house-seattle-2,4.3,154,"913 S Jackson St Ste A Seattle, WA 98104",$$,Chinatown International District,"['Noodles', 'Cambodian']"
140,Ba Bar,Ba%20Bar,Seattle,https://www.yelp.com/biz/ba-bar-seattle,3.7,1521,"550 12th Ave Seattle, WA 98122",$$,Central District,"['Vietnamese', 'Cocktail Bars']"
141,Kizuki Ramen & Izakaya,Kizuki%20Ramen%20%26%20Izakaya,Seattle,https://www.yelp.com/biz/kizuki-ramen-and-izakaya-seattle-6,3.8,1531,"320 E Pine St Seattle, WA 98122",$$,Capitol Hill,"['Ramen', 'Izakaya']"
142,Momiji,Momiji,Seattle,https://www.yelp.com/biz/momiji-seattle,4.1,1848,"1522 12th Ave Seattle, WA 98122",$$,Capitol Hill,"['Japanese', 'Sushi Bars', 'Asian Fusion']"
143,Ben Paris,Ben%20Paris,Seattle,https://www.yelp.com/biz/ben-paris-seattle,4.1,503,"130 Pike St Seattle, WA 98101",$$,Downtown,"['New American', 'Cocktail Bars', 'Breakfast & Brunch']"
144,Art Marble 21,Art%20Marble%2021,Seattle,https://www.yelp.com/biz/art-marble-21-seattle-2,3.3,442,Verified by Business,$$,"South Lake Union, Westlake","['Cocktail Bars', 'New American', 'Venues & Event Spaces']"
145,Portage Bay Cafe - Roosevelt,Portage%20Bay%20Cafe%20-%20Roosevelt,Seattle,https://www.yelp.com/biz/portage-bay-cafe-seattle-19,3.9,2846,"4130 Roosevelt Way NE Seattle, WA 98105",$$,University District,"['New American', 'Breakfast & Brunch', 'Cafes']"
146,Monsoon Seattle,Monsoon%20Seattle,Seattle,https://www.yelp.com/biz/monsoon-seattle-seattle-4,3.8,779,"615 19th Ave E Seattle, WA 98112",Unclaimed,Capitol Hill,"['Vietnamese', 'Asian Fusion', 'Bars']"
147,Herb & Bitter Public House,Herb%20%26%20Bitter%20Public%20House,Seattle,https://www.yelp.com/biz/herb-and-bitter-public-house-seattle,4,391,"516 Broadway E Seattle, WA 98102",$$,Capitol Hill,"['Cocktail Bars', 'New American', 'Gastropubs']"
148,Smith,Smith,Seattle,https://www.yelp.com/biz/smith-seattle,3.8,923,"332 15th Ave E Seattle, WA 98112",$$,Capitol Hill,"['Bars', 'New American', 'Breakfast & Brunch']"
149,Local 360,Local%20360,Seattle,https://www.yelp.com/biz/local-360-seattle-2,3.9,3239,"2234 1st Ave Seattle, WA 98121",$$,Belltown,"['New American', 'Cocktail Bars']"
150,Rocco’s,Rocco%E2%80%99s,Seattle,https://www.yelp.com/biz/roccos-seattle,4.2,1838,"2312 2nd Ave Seattle, WA 98121",$$,Belltown,"['Bars', 'Pizza']"
151,Wild Ginger,Wild%20Ginger,Seattle,https://www.yelp.com/biz/wild-ginger-seattle,3.6,1693,"1401 3rd Ave Seattle, WA 98101",$$,Downtown,"['Thai', 'Pan Asian', 'Wine Bars']"
152,Smith,Smith,Seattle,https://www.yelp.com/biz/smith-seattle,3.8,923,"332 15th Ave E Seattle, WA 98112",$$,Capitol Hill,"['Bars', 'New American', 'Breakfast & Brunch']"
153,Local 360,Local%20360,Seattle,https://www.yelp.com/biz/local-360-seattle-2,3.9,3239,"2234 1st Ave Seattle, WA 98121",$$,Belltown,"['New American', 'Cocktail Bars']"
154,Terra Plata,Terra%20Plata,Seattle,https://www.yelp.com/biz/terra-plata-seattle,3.8,1179,"1501 Melrose Ave Seattle, WA 98122",$$$,Capitol Hill,"['New American', 'Cocktail Bars', 'Wine Bars']"
155,Kamonegi,Kamonegi,Seattle,https://www.yelp.com/biz/kamonegi-seattle,4.2,495,"1054 N 39th St Seattle, WA 98103",$$,Fremont,"['Japanese', 'Noodles']"
156,Dacha Diner,Dacha%20Diner,Seattle,https://www.yelp.com/biz/dacha-diner-seattle,4.5,106,"1416 E Olive Way Seattle, WA 98122",$$,Capitol Hill,"['Modern European', 'Russian', 'Georgian']"
157,The Alley,The%20Alley,Seattle,https://www.yelp.com/biz/the-alley-seattle,4.3,86,"4509 California Ave SW Seattle, WA 98116",$$,Junction,"['Cocktail Bars', 'Speakeasies']"
158,South Lake Kitchen + Bar,South%20Lake%20Kitchen%20%2B%20Bar,Seattle,https://www.yelp.com/biz/south-lake-kitchen-bar-seattle,3.8,21,"2125 Terry Ave Seattle, WA 98121",$$,Denny Triangle,"['New American', 'Lounges', 'Breakfast & Brunch']"
159,Tacos Chukis,Tacos%20Chukis,Seattle,https://www.yelp.com/biz/tacos-chukis-seattle-5,4.3,547,"832 Dexter Ave N Seattle, WA 98109",$,"South Lake Union, Westlake","['Tacos', 'Sandwiches']"
160,Parish Northwest,Parish%20Northwest,Seattle,https://www.yelp.com/biz/parish-northwest-seattle,3.8,162,"5327 Ballard Ave NW Ste A Seattle, WA 98107",$$$,Ballard,"['Southern', 'Cajun/Creole', 'Pop-Up Restaurants']"
161,Il Nido,Il%20Nido,Seattle,https://www.yelp.com/biz/il-nido-seattle,4.4,253,"2717 61st Ave SW The Alki Homestead Seattle, WA 98116",Unclaimed,Alki,['Italian']
162,Sisters And Brothers,Sisters%20And%20Brothers,Seattle,https://www.yelp.com/biz/sisters-and-brothers-seattle,3.8,769,"544 Elliott Ave W Seattle, WA 98119",$$,Lower Queen Anne,"['Bars', 'Sandwiches', 'Chicken Shop']"
163,Kokkaku,Kokkaku,Seattle,https://www.yelp.com/biz/kokkaku-seattle,4.1,325,"2208 N 45th St Seattle, WA 98103",$$$,Wallingford,"['New American', 'Japanese', 'Steakhouses']"
164,Haidilao Hot Pot,Haidilao%20Hot%20Pot,Seattle,https://www.yelp.com/biz/haidilao-hot-pot-seattle-seattle,4.4,648,"600 Pine St Ste 355 Seattle, WA 98101",$$$,Downtown,"['Hot Pot', 'Seafood', 'Asian Fusion']"
165,Champagne Diner,Champagne%20Diner,Seattle,https://www.yelp.com/biz/champagne-diner-seattle,4.1,132,"945 Elliott Ave W Ste 201 Seattle, WA 98119",$$,Interbay,"['Cocktail Bars', 'Diners']"
166,Daniel’s Broiler,Daniel%E2%80%99s%20Broiler,Seattle,https://www.yelp.com/biz/daniels-broiler-lake-union-seattle-2,3.6,989,"809 Fairview Pl N Seattle, WA 98109",$$$$,"South Lake Union, Eastlake","['Steakhouses', 'Seafood']"
167,Sizzle&Crunch,Sizzle%26Crunch,Seattle,https://www.yelp.com/biz/sizzle-and-crunch-seattle,4.2,478,"1313 NE 42nd St Seattle, WA 98105",$$,University District,"['Vietnamese', 'Sandwiches', 'Asian Fusion']"
168,Cortina,Cortina,Seattle,https://www.yelp.com/biz/cortina-seattle-3,3.9,241,"621 Union St Seattle, WA 98101",$$$,See all photos from Kyle W. for Cortina,['Italian']
169,Jack’s Chicken Shack,Jack%E2%80%99s%20Chicken%20Shack,Seattle,https://www.yelp.com/biz/jacks-chicken-shack-seattle,4.1,42,"228 9th Ave N Seattle, WA 98109",,See all photos from William H. for Jack's Chicken Shack,"['Southern', 'Chicken Shop']"
170,Charlotte Restaurant & Lounge,Charlotte%20Restaurant%20%26%20Lounge,Seattle,https://www.yelp.com/biz/charlotte-restaurant-and-lounge-seattle,4.2,187,"809 5th Ave Seattle, WA 98104",$$$$,Downtown,"['New American', 'Lounges', 'Seafood']"
171,Pike Place Chowder,Pike%20Place%20Chowder,Seattle,https://www.yelp.com/biz/pike-place-chowder-seattle,4.4,9065,"1530 Post Aly Ste 11 Seattle, WA 98101",$$,Downtown,"['Seafood', 'Soup']"
172,AQUA by El Gaucho,AQUA%20by%20El%20Gaucho,Seattle,https://www.yelp.com/biz/aqua-by-el-gaucho-seattle,3.9,1108,"2801 Alaskan Way Pier 70 Seattle, WA 98121",$$$$,See all photos from Elisa G. for AQUA by El Gaucho,['Seafood']
173,Niku Niku Japanese Barbecue,Niku%20Niku%20Japanese%20Barbecue,Seattle,https://www.yelp.com/biz/niku-niku-japanese-barbecue-seattle,4.6,287,"13200 Aurora Ave N Ste G Seattle, WA 98133",,See all photos from Ivy L. for Niku Niku Japanese Barbecue,"['Barbeque', 'Japanese']"
174,Drunken Chicken,Drunken%20Chicken,Seattle,https://www.yelp.com/biz/drunken-chicken-seattle,4.2,37,"4401 Wallingford Ave N Seattle, WA 98103",,See all photos from Marie B. for Drunken Chicken,"['Comfort Food', 'Chicken Shop', 'Hainan']"
175,A+ Hong Kong Restaurant,A%2B%20Hong%20Kong%20Restaurant,Seattle,https://www.yelp.com/biz/a-hong-kong-restaurant-seattle-3,4.4,145,"667 S King St Seattle, WA 98104",$$,See all photos from Fenny C. for A+ Hong Kong Restaurant,"['Hong Kong Style Cafe', 'Breakfast & Brunch', 'Sandwiches']"
176,Tacos Chukis,Tacos%20Chukis,Seattle,https://www.yelp.com/biz/tacos-chukis-seattle-5,4.3,547,"832 Dexter Ave N Seattle, WA 98109",$,"South Lake Union, Westlake","['Tacos', 'Sandwiches']"
177,wa’z,wa%E2%80%99z,Seattle,https://www.yelp.com/biz/wa-z-seattle,4.5,178,"411 Cedar St Seattle, WA 98121",$$$$,See all photos from Kali Y. for wa’z,['Japanese']
178,Bar Cotto,Bar%20Cotto,Seattle,https://www.yelp.com/biz/bar-cotto-seattle,4.5,376,"1546 15th Ave Seattle, WA 98122",$$,Capitol Hill,"['Bars', 'Pizza', 'Italian']"
179,Teinei,Teinei,Seattle,https://www.yelp.com/biz/teinei-seattle,3.8,315,"1256 Republican St South Lake Union Seattle, WA 98109",$$,See all photos from Tien N. for Teinei,"['Ramen', 'Izakaya', 'Japanese Curry']"
180,Chengdu Taste 滋味成都,Chengdu%20Taste%20%E6%BB%8B%E5%91%B3%E6%88%90%E9%83%BD,Seattle,https://www.yelp.com/biz/chengdu-taste-%25E6%25BB%258B%25E5%2591%25B3%25E6%2588%2590%25E9%2583%25BD-seattle-3,,,,,,
181,wa’z,wa%E2%80%99z,Seattle,https://www.yelp.com/biz/wa-z-seattle,4.5,178,"411 Cedar St Seattle, WA 98121",$$$$,See all photos from Kali Y. for wa’z,['Japanese']
182,Market Grill,Market%20Grill,Seattle,https://www.yelp.com/biz/market-grill-seattle,4.3,669,"1509 Pike Pl Ste 3 Seattle, WA 98101",$$,See all photos from Ryan S. for Market Grill,"['Seafood', 'Sandwiches', 'Soup']"
183,Star Fusion & Bar,Star%20Fusion%20%26%20Bar,Seattle,https://www.yelp.com/biz/star-sushi-and-bar-seattle,4.7,212,"538 Broadway E Seattle, WA 98102",$$,See all photos from Daniel H. for Star Sushi & Bar,"['Ramen', 'Cocktail Bars', 'Sushi Bars']"
184,Le Caviste,Le%20Caviste,Seattle,https://www.yelp.com/biz/le-caviste-seattle,4.6,311,"1919 7th Ave Seattle, WA 98101",$$,See all photos from Kyle W. for Le Caviste,"['Wine Bars', 'French']"
185,The Crab Pot,The%20Crab%20Pot,Seattle,https://www.yelp.com/biz/the-crab-pot-seattle-4,3.1,2647,"1301 Alaskan Way Pier 57 Seattle, WA 98101",$$$,See all photos from Rebeca A. for The Crab Pot,['Seafood']
186,mkt.,mkt.,Seattle,https://www.yelp.com/biz/mkt-seattle,4.4,358,"2108 N 55th St Seattle, WA 98103",$$$,See all photos from Rona L. for Mkt,"['New American', 'Italian']"
187,Noi Thai Cuisine,Noi%20Thai%20Cuisine,Seattle,https://www.yelp.com/biz/noi-thai-cuisine-downtown-seattle-seattle,4,1224,"1303 1st Ave Harbor Steps Building Seattle, WA 98101",$$,See all photos from Ewa M. for Noi Thai Cuisine - Downtown Seattle,"['Thai', 'Cocktail Bars']"
188,Ma’ono Fried Chicken,Ma%E2%80%99ono%20Fried%20Chicken,Seattle,https://www.yelp.com/biz/maono-fried-chicken-seattle,3.9,449,"4626 26th Ave NE Seattle, WA 98105",$$,University District,"['Sandwiches', 'Chicken Shop', 'Burgers']"
189,JOEY Kitchen At University Village,JOEY%20Kitchen%20At%20University%20Village,Seattle,https://www.yelp.com/biz/joey-kitchen-at-university-village-seattle-2,3.9,1146,"2603 NE 46th St Seattle, WA 98105",$$,See all photos from Alma B. for JOEY Kitchen At University Village,"['New American', 'Steakhouses', 'Wine Bars']"
190,Bad Bishop,Bad%20Bishop,Seattle,https://www.yelp.com/biz/bad-bishop-seattle,4.5,72,"704 1st Ave Seattle, WA 98104",,See all photos from Tara R. for Bad Bishop,"['Cocktail Bars', 'American']"
191,Black Bottle,Black%20Bottle,Seattle,https://www.yelp.com/biz/black-bottle-seattle-2,3.9,1173,"2600 1st Ave Seattle, WA 98121",$$,See all photos from David F. for Black Bottle,"['New American', 'Gastropubs', 'Tapas/Small Plates']"
192,Dumpling The Noodle,Dumpling%20The%20Noodle,Seattle,https://www.yelp.com/biz/dumpling-the-noodle-seattle,4.4,440,"1723 N 45th St Seattle, WA 98103",$$,Wallingford,"['Noodles', 'Chinese']"
193,Jack’s Chicken Shack,Jack%E2%80%99s%20Chicken%20Shack,Seattle,https://www.yelp.com/biz/jacks-chicken-shack-seattle,4.1,42,"228 9th Ave N Seattle, WA 98109",,See all photos from William H. for Jack's Chicken Shack,"['Southern', 'Chicken Shop']"
194,How to Cook a Wolf,How%20to%20Cook%20a%20Wolf,Seattle,https://www.yelp.com/biz/how-to-cook-a-wolf-seattle,4.1,1110,"2208 Queen Anne Ave N Seattle, WA 98109",$$$,See all photos from Britney Z. for How To Cook a Wolf,"['Italian', 'Tapas/Small Plates']"
195,Taneda Sushi in Kaiseki,Taneda%20Sushi%20in%20Kaiseki,Seattle,https://www.yelp.com/biz/taneda-sushi-in-kaiseki-seattle-2,4.9,256,"219 Broadway E Ste 14 Seattle, WA 98102",$$$$,See all photos from Larry L. for Taneda Sushi in Kaiseki,"['Sushi Bars', 'Japanese']"
196,The Carlile Room,The%20Carlile%20Room,Seattle,https://www.yelp.com/biz/the-carlile-room-seattle,4,528,"820 Pine St Seattle, WA 98101",$$,See all photos from Ryen M. for The Carlile Room,"['New American', 'Bars', 'Burgers']"
197,Art of The Table,Art%20of%20The%20Table,Seattle,https://www.yelp.com/biz/art-of-the-table-seattle,4.2,738,"3801 Stone Way N Seattle, WA 98103",$$$$,See all photos from Michele S. for Art of The Table,['New American']
198,Local Tide,Local%20Tide,Seattle,https://www.yelp.com/biz/local-tide-seattle,4.6,278,"401 N 36th St Ste 103 Seattle, WA 98103",$$,Fremont,"['Seafood', 'Sandwiches', 'Salad']"
199,Qin Xi’an Noodles,Qin%20Xi%E2%80%99an%20Noodles,Seattle,https://www.yelp.com/biz/lan-hand-pulled-noodles-seattle-3,4,449,"1203 Pine St Seattle, WA 98101",$$,Capitol Hill,"['Chinese', 'Noodles', 'Soup']"
200,Mangosteen,Mangosteen,Seattle,https://www.yelp.com/biz/mangosteen-seattle-3,4.4,78,"1314 S Jackson St Seattle, WA 98144",,See all photos from Bryan K. for Mangosteen,"['Chicken Wings', 'Juice Bars & Smoothies', 'Burgers']"
201,Bangrak Market,Bangrak%20Market,Seattle,https://www.yelp.com/biz/bangrak-market-seattle,4.2,1376,"2319 2nd Ave Seattle, WA 98121",$$,See all photos from Channary V. for Bangrak Market,"['Bars', 'Thai', 'Tapas/Small Plates']"
202,Cafe Opla,Cafe%20Opla,Seattle,https://www.yelp.com/biz/cafe-opla-seattle,4.1,318,"2200 Alaskan Way Ste 120 Seattle, WA 98121",$$,Write a Review,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']"
203,El Grito Taqueria,El%20Grito%20Taqueria,Seattle,https://www.yelp.com/biz/el-grito-taqueria-seattle,3.9,275,"234 Fairview Ave N Seattle, WA 98109",$$,South Lake Union,['Mexican']
204,Noi Thai Cuisine,Noi%20Thai%20Cuisine,Seattle,https://www.yelp.com/biz/noi-thai-cuisine-downtown-seattle-seattle,4,1224,"1303 1st Ave Harbor Steps Building Seattle, WA 98101",$$,See all photos from Ewa M. for Noi Thai Cuisine - Downtown Seattle,"['Thai', 'Cocktail Bars']"
205,Pho Bac Súp Shop,Pho%20Bac%20S%C3%BAp%20Shop,Seattle,https://www.yelp.com/biz/pho-bac-s%25C3%25BAp-shop-seattle-6,,,,,,
206,Oliver’s Lounge,Oliver%E2%80%99s%20Lounge,Seattle,https://www.yelp.com/biz/olivers-lounge-seattle,4,189,"405 Olive Way Seattle, WA 98101",$$,Downtown,"['Lounges', 'Cocktail Bars', 'American']"
207,Taylor Shellfish Oyster Bar,Taylor%20Shellfish%20Oyster%20Bar,Seattle,https://www.yelp.com/biz/taylor-shellfish-oyster-bar-seattle,4.1,778,"124 Republican St Seattle, WA 98109",$$,See all photos from Arthur T. for Taylor Shellfish Oyster Bar,"['Seafood', 'Bars', 'American']"
208,Nana’s Green Tea,Nana%E2%80%99s%20Green%20Tea,Seattle,https://www.yelp.com/biz/nana-s-green-tea-seattle,4.3,1406,"1007 Stewart St Ste 103 Seattle, WA 98101",$$,See all photos from Vincent C. for Nana’s Green Tea,"['Japanese', 'Desserts', 'Cafes']"
209,Man vs Fries,Man%20vs%20Fries,Seattle,https://www.yelp.com/biz/man-vs-fries-seattle,3.2,56,"4253 22nd Ave W Seattle, WA 98199",,See all photos from Niya Z. for Man vs Fries,"['Mexican', 'Pop-Up Restaurants']"
210,Local Tide,Local%20Tide,Seattle,https://www.yelp.com/biz/local-tide-seattle,4.6,278,"401 N 36th St Ste 103 Seattle, WA 98103",$$,Fremont,"['Seafood', 'Sandwiches', 'Salad']"
211,Man vs Fries,Man%20vs%20Fries,Seattle,https://www.yelp.com/biz/man-vs-fries-seattle,3.2,56,"4253 22nd Ave W Seattle, WA 98199",,See all photos from Niya Z. for Man vs Fries,"['Mexican', 'Pop-Up Restaurants']"
212,Mangosteen,Mangosteen,Seattle,https://www.yelp.com/biz/mangosteen-seattle-3,4.4,78,"1314 S Jackson St Seattle, WA 98144",,See all photos from Bryan K. for Mangosteen,"['Chicken Wings', 'Juice Bars & Smoothies', 'Burgers']"
213,Ristorante Machiavelli,Ristorante%20Machiavelli,Seattle,https://www.yelp.com/biz/ristorante-machiavelli-seattle-2,4.1,977,"1215 Pine St Seattle, WA 98101",$$,See all photos from Tiana N. for Ristorante Machiavelli,"['Italian', 'Pizza', 'Bars']"
214,Wood Shop BBQ,Wood%20Shop%20BBQ,Seattle,https://www.yelp.com/biz/wood-shop-bbq-seattle,4.5,709,"2513 S Jackson St Seattle, WA 98144",$$,Atlantic,"['Barbeque', 'Sandwiches', 'Beer, Wine & Spirits']"
215,Mr. West Cafe Bar,Mr.%20West%20Cafe%20Bar,Seattle,https://www.yelp.com/biz/mr-west-cafe-bar-seattle,4.1,749,"720 Olive Way Ste 103 Seattle, WA 98101",$$,See all photos from Sindu K. for Mr West Cafe Bar Downtown,"['Bars', 'Cafes', 'Breakfast & Brunch']"
216,Bounty Kitchen Denny Triangle,Bounty%20Kitchen%20Denny%20Triangle,Seattle,https://www.yelp.com/biz/bounty-kitchen-denny-triangle-seattle,4.1,96,"801 Lenora St Seattle, WA 98121",$$,Denny Triangle,"['Breakfast & Brunch', 'Salad', 'Wine Bars']"
217,Cafe Opla,Cafe%20Opla,Seattle,https://www.yelp.com/biz/cafe-opla-seattle,4.1,318,"2200 Alaskan Way Ste 120 Seattle, WA 98121",$$,Write a Review,"['Coffee & Tea', 'Breakfast & Brunch', 'Cafes']"
218,Taylor Shellfish Oyster Bar,Taylor%20Shellfish%20Oyster%20Bar,Seattle,https://www.yelp.com/biz/taylor-shellfish-oyster-bar-seattle,4.1,778,"124 Republican St Seattle, WA 98109",$$,See all photos from Arthur T. for Taylor Shellfish Oyster Bar,"['Seafood', 'Bars', 'American']"
219,Tamari Bar,Tamari%20Bar,Seattle,https://www.yelp.com/biz/tamari-bar-seattle,4.2,625,"500 E Pine St Seattle, WA 98122",$$,See all photos from Hannah P. for Tamari Bar,['Izakaya']
220,The Backdoor,The%20Backdoor,Seattle,https://www.yelp.com/biz/the-backdoor-seattle,3.8,329,"462 N 36th St Seattle, WA 98103",$$,Fremont,"['New American', 'Speakeasies', 'Cocktail Bars']"
221,Morfire,Morfire,Seattle,https://www.yelp.com/biz/morfire-seattle,4.4,272,"1806 12th Ave Ste 100 Seattle, WA 98122",$$,See all photos from Jenny T. for Morfire,"['Thai', 'Hot Pot', 'Bars']"
222,Grappa,Grappa,Seattle,https://www.yelp.com/biz/grappa-seattle,4.2,433,"2 W Boston St Seattle, WA 98109",$$$,See all photos from Dori M. for Grappa,"['Mediterranean', 'Lounges', 'Wine Bars']"
223,HoneyHole Sandwiches,HoneyHole%20Sandwiches,Seattle,https://www.yelp.com/biz/honeyhole-sandwiches-seattle-2,4.2,1622,"703 E Pike St Seattle, WA 98122",$$,"First Hill, Capitol Hill","['Bars', 'Sandwiches']"
224,Betty,Betty,Seattle,https://www.yelp.com/biz/betty-seattle,3.9,407,"1507 Queen Anne Ave N Seattle, WA 98109",$$,See all photos from Kristine S. for Betty,"['New American', 'Specialty Food', 'Cocktail Bars']"
225,Moon Tree Sushi And Tapas,Moon%20Tree%20Sushi%20And%20Tapas,Seattle,https://www.yelp.com/biz/moon-tree-sushi-and-tapas-seattle,4.5,399,"516 1st Ave N Seattle, WA 98109",$$,See all photos from Pratima M. for Moon Tree Sushi And Tapas,"['Sushi Bars', 'Japanese', 'Tapas Bars']"
