,index,Name,Rating,Num Reviews,Address,Marquee,Distribution,Cost,Tags,Zip Code,Neighborhood
139,139,List Restaurant,4.5,180,"2226 1st Ave, Seattle, WA 98121-1615","#92 of 2,182 Restaurants in Seattle","[119, 45, 7, 3, 3]",$$ - $$$,Vegetarian FriendlyGluten Free Options,98121,Belltown
141,141,Salt & Straw,5.0,69,"714 E Pike St Suite A, Seattle, WA 98122-4697",#13 of 112 Desserts in Seattle,"[52, 15, 0, 0, 0]",$,DessertAmerican,98122,Capitol Hill
142,142,La Fontana Siciliana,4.5,181,"120 Blanchard St, Seattle, WA 98121-2021","#93 of 2,182 Restaurants in Seattle","[117, 38, 16, 1, 4]",$$ - $$$,ItalianTuscanRomana,98121,Belltown
143,143,Cutters Crabhouse,4.0,1278,"2001 Western Ave, Seattle, WA 98121-2163","#94 of 2,182 Restaurants in Seattle","[541, 407, 178, 62, 47]",$$ - $$$,AmericanSeafoodContemporary,98121,Belltown
144,144,Jimmy's on Broadway,4.5,251,"1100 Broadway, Seattle, WA 98122-4202","#95 of 2,182 Restaurants in Seattle","[111, 100, 25, 7, 3]",$$ - $$$,AmericanBarVegetarian Friendly,98122,Capitol Hill
145,145,Oddfellows Cafe + Bar,4.5,251,"1525 10th Ave, Seattle, WA 98122-3806","#96 of 2,182 Restaurants in Seattle","[117, 82, 27, 7, 3]",$$ - $$$,AmericanBarCafe,98122,Capitol Hill
146,146,Cafe Paloma,4.5,134,"93 Yesler Way, Seattle, WA 98104-2530","#97 of 2,182 Restaurants in Seattle","[77, 43, 8, 0, 0]",$$ - $$$,CafeMediterraneanTurkish,98104,Chinatown
148,148,The Butcher's Table,4.5,184,"2121 Westlake Ave, Seattle, WA 98121-2716","#98 of 2,182 Restaurants in Seattle","[105, 43, 13, 4, 5]",$$$$,AmericanSteakhouseGluten Free Options,98121,Belltown
149,149,Momiji,4.5,182,"1522 12th Ave, Seattle, WA 98122-3908","#99 of 2,182 Restaurants in Seattle","[99, 56, 13, 4, 1]",$$ - $$$,JapaneseVegetarian FriendlyVegan Options,98122,Capitol Hill
150,150,Un Bien,5.0,90,"7302 15th Ave NW, Seattle, WA 98117-5401",#28 of 302 Quick Bites in Seattle,"[67, 20, 1, 0, 0]",$,Quick BitesCaribbeanLatin,98117,Other
151,151,La Parisienne - French Bakery,4.5,128,"2507 4th Ave, Seattle, WA 98121-1437",#9 of 88 Bakeries in Seattle,"[88, 20, 4, 0, 3]",$,BakeriesFrenchCafe,98121,Belltown
152,152,Staple and Fancy,4.5,206,"4739 Ballard Ave NW, Seattle, WA 98107-4810","#100 of 2,182 Restaurants in Seattle","[134, 47, 16, 4, 2]",$$$$,AmericanVegetarian FriendlyGluten Free Options,98107,Ballard
153,153,Wasabi,4.0,302,"2311 2nd Ave, Seattle, WA 98121-1709","#101 of 2,182 Restaurants in Seattle","[141, 94, 29, 14, 3]",$$ - $$$,JapaneseSushiAsian,98121,Belltown
154,154,Some Random Bar,4.5,120,"2604 1st Ave, Seattle, WA 98121-1305","#102 of 2,182 Restaurants in Seattle","[79, 32, 6, 0, 1]",$$ - $$$,AmericanBarPub,98121,Belltown
155,155,Bookstore Bar & Café,4.5,258,"1007 First Avenue, Seattle, WA 98104","#103 of 2,182 Restaurants in Seattle","[124, 84, 34, 7, 4]",$$ - $$$,AmericanBarGrill,98104,Chinatown
156,156,Taylor Shellfish Farms,4.5,102,"410 Occidental Ave S, Seattle, WA 98104-2836","#104 of 2,182 Restaurants in Seattle","[80, 14, 4, 0, 2]",$$ - $$$,AmericanSeafoodGluten Free Options,98104,Chinatown
157,157,Zig Zag Cafe,4.5,207,"1501 Western Ave Ste 202, Seattle, WA 98101-1564","#105 of 2,182 Restaurants in Seattle","[125, 53, 16, 6, 3]",$$ - $$$,AmericanBarInternational,98101,Downtown
158,158,La Carta de Oaxaca,4.5,260,"5431 Ballard Ave NW, Seattle, WA 98107-4052","#106 of 2,182 Restaurants in Seattle","[159, 66, 20, 8, 2]",$$ - $$$,MexicanLatinVegetarian Friendly,98107,Ballard
159,159,Serafina,4.5,308,"2043 Eastlake Ave E, Seattle, WA 98102-3509","#107 of 2,182 Restaurants in Seattle","[166, 93, 27, 14, 6]",$$ - $$$,ItalianVegetarian FriendlyVegan Options,98102,Capitol Hill
160,160,Tamarind Tree,4.5,286,"1036 S Jackson St Ste A, Seattle, WA 98104-3016","#108 of 2,182 Restaurants in Seattle","[147, 90, 28, 10, 2]",$$ - $$$,AsianVietnameseVegetarian Friendly,98104,Chinatown
161,161,How to Cook a Wolf - Queen Anne,4.5,204,"2208 Queen Anne Ave N, Seattle, WA 98109-2312","#109 of 2,182 Restaurants in Seattle","[110, 65, 17, 4, 4]",$$ - $$$,ItalianVegetarian FriendlyVegan Options,98109,Queen Anne/South Lake Union
162,162,Starbucks,4.0,2510,"102 Pike St, Seattle, WA 98101-2010",#9 of 225 Coffee & Tea in Seattle,"[690, 603, 571, 113, 59]",$,Quick BitesAmerican,98101,Downtown
163,163,Bakery Nouveau,4.5,115,"1435 E John St Suite 137, Seattle, WA 98112-5623",#10 of 88 Bakeries in Seattle,"[89, 16, 2, 1, 1]",$$ - $$$,BakeriesFrenchCafe,98112,Capitol Hill
165,165,Molly Moon,4.5,224,"1622.5 N 45th St, Seattle, WA 98103",#16 of 112 Desserts in Seattle,"[147, 42, 20, 7, 1]",$,DessertAmerican,98103,Fremont/Wallingford
167,167,Monorail Espresso,5.0,78,"510 Pike St, Seattle, WA 98101-2316",#10 of 225 Coffee & Tea in Seattle,"[68, 2, 0, 0, 0]",$,Quick BitesCafe,98101,Downtown
168,168,Elephant & Castle,4.0,405,"1415 Fifth Avenue, Seattle, WA 98101","#110 of 2,182 Restaurants in Seattle","[116, 152, 90, 13, 13]",$$ - $$$,Vegetarian Friendly,98101,Downtown
169,169,Jimmy's on First,4.0,314,"1046 1st Ave S, Seattle, WA 98134","#111 of 2,182 Restaurants in Seattle","[134, 108, 46, 12, 7]",$$ - $$$,AmericanBarContemporary,98134,Other
170,170,Fonté Café - Seattle,4.5,230,"1321 1st Ave, Seattle, WA 98101",#11 of 225 Coffee & Tea in Seattle,"[127, 66, 15, 5, 7]",$$ - $$$,Quick BitesAmericanCafe,98101,Downtown
171,171,Golden Singha,4.5,189,"425 Cedar St, Seattle, WA 98121-1519","#112 of 2,182 Restaurants in Seattle","[87, 64, 18, 3, 3]",$$ - $$$,AsianThaiVegetarian Friendly,98121,Belltown
172,172,Fogon Cocina Mexicana,4.5,175,"600 E Pine St, Seattle, WA 98122-2324","#113 of 2,182 Restaurants in Seattle","[113, 35, 20, 2, 2]",$$ - $$$,MexicanLatinVegetarian Friendly,98122,Capitol Hill
173,173,HoneyHole Sandwiches,4.5,120,"703 E Pike St, Seattle, WA 98122-3719","#114 of 2,182 Restaurants in Seattle","[75, 31, 6, 1, 1]",$,AmericanBrew PubBar,98122,Capitol Hill
175,175,MOD Pizza,4.5,167,"305 Harrison St Armory Building, Ste 221, Seattle, WA 98109",#33 of 302 Quick Bites in Seattle,"[78, 50, 13, 7, 1]",$,Quick BitesItalianPizza,98109,Queen Anne/South Lake Union
176,176,Bambino's,4.5,194,"401 Cedar St, Seattle, WA 98121-1519","#115 of 2,182 Restaurants in Seattle","[106, 49, 12, 5, 8]",$$ - $$$,ItalianBarPizza,98121,Belltown
177,177,Joule,4.5,174,"3506 Stone Way N, Seattle, WA 98103-8924","#116 of 2,182 Restaurants in Seattle","[100, 45, 21, 4, 0]",$$ - $$$,AsianKoreanVegetarian Friendly,98103,Fremont/Wallingford
178,178,Virginia Inn,4.0,212,"1937 1st Ave Pike Place Market, Seattle, WA 98101-1010","#117 of 2,182 Restaurants in Seattle","[85, 86, 17, 9, 4]",$$ - $$$,AmericanBarPub,98101,Downtown
179,179,Taylor Shellfish Oyster Bar,4.5,187,"1521 Melrose Ave, Seattle, WA 98122-3607","#118 of 2,182 Restaurants in Seattle","[103, 46, 5, 9, 4]",$$ - $$$,AmericanSeafoodGluten Free Options,98122,Capitol Hill
180,180,Duke's Seafood Greenlake,4.5,227,"7850 Green Lake Dr N, Seattle, WA 98103","#119 of 2,182 Restaurants in Seattle","[117, 70, 21, 7, 5]",$$ - $$$,AmericanBarSeafood,98103,Fremont/Wallingford
181,181,FOB Poke Bar,5.0,67,"220 Blanchard St, Seattle, WA 98121","#120 of 2,182 Restaurants in Seattle","[49, 10, 2, 0, 0]",$,SeafoodHawaiianJapanese Fusion,98121,Belltown
182,182,La Vita E' Bella,4.0,303,"2411 2nd Ave, Seattle, WA 98121-1424","#121 of 2,182 Restaurants in Seattle","[152, 70, 29, 14, 12]",$$ - $$$,ItalianPizzaVegetarian Friendly,98121,Belltown
183,183,Ba Bar Capitol Hill,4.5,191,"550 12th Ave, Seattle, WA 98122-5509","#122 of 2,182 Restaurants in Seattle","[99, 59, 13, 6, 4]",$$ - $$$,BarAsianPub,98122,Capitol Hill
184,184,McMenamins Queen Anne,4.0,236,"200 Roy St, Seattle, WA 98109-4150","#123 of 2,182 Restaurants in Seattle","[99, 94, 19, 14, 3]",$$ - $$$,AmericanBrew PubBar,98109,Queen Anne/South Lake Union
185,185,Buddha Ruksa,4.5,146,"3520 SW Genesee St, Seattle, WA 98126-2633","#124 of 2,182 Restaurants in Seattle","[94, 38, 6, 5, 0]",$$ - $$$,AsianThaiVegetarian Friendly,98126,Other
186,186,Tutta Bella Neapolitan Pizzeria,4.5,251,"4918 Rainier Ave S, Seattle, WA 98118-1744","#125 of 2,182 Restaurants in Seattle","[138, 74, 24, 5, 3]",$$ - $$$,ItalianPizzaVegetarian Friendly,98118,Other
187,187,Pike's Pit Bar B Que,4.5,104,"1505 Pike Pl, Seattle, WA 98101-1526",#34 of 302 Quick Bites in Seattle,"[61, 26, 9, 0, 1]",$$ - $$$,Quick BitesAmericanFast Food,98101,Downtown
188,188,Cinque Terre Ristorante,4.5,159,"2001 Westlake Ave, Seattle, WA 98121-2605","#126 of 2,182 Restaurants in Seattle","[77, 41, 19, 6, 2]",$$ - $$$,ItalianPizzaSeafood,98121,Belltown
189,189,Charlotte Restaurant & Lounge,4.5,67,"809 5th Ave 16th Floor, Seattle, WA 98104-1608","#127 of 2,182 Restaurants in Seattle","[54, 6, 4, 1, 2]",$$$$,AmericanContemporaryHealthy,98104,Chinatown
190,190,Uli's Famous Sausage,4.5,175,"Pike Place Market, Seattle, WA 98101","#128 of 2,182 Restaurants in Seattle","[102, 50, 4, 4, 4]",$,German,98101,Downtown
191,191,Jade Garden Restaurant,4.0,287,"424 7th Ave S, Seattle, WA 98104-2948","#129 of 2,182 Restaurants in Seattle","[96, 112, 32, 12, 9]",$$ - $$$,ChineseAsianCantonese,98104,Chinatown
193,193,The Carlile Room,4.0,199,"820 Pine St 9th Avenue & Pine Street, Seattle, WA 98101-2846","#130 of 2,182 Restaurants in Seattle","[98, 61, 28, 6, 3]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,98101,Downtown
195,195,Cherry Street Coffee House,4.5,143,"808 3rd Ave, Seattle, WA 98104-1602",#12 of 225 Coffee & Tea in Seattle,"[70, 49, 12, 0, 2]",$,Quick BitesAmericanCafe,98104,Chinatown
197,197,Daniel's Broiler - Lake Union,4.0,522,"809 Fairview Pl N, Seattle, WA 98109-4452","#131 of 2,182 Restaurants in Seattle","[237, 129, 74, 39, 17]",$$$$,AmericanSteakhouseVegetarian Friendly,98109,Queen Anne/South Lake Union
198,198,Hot Cakes,4.5,162,"5427 Ballard Ave NW, Seattle, WA 98107-4052",#17 of 112 Desserts in Seattle,"[95, 39, 19, 5, 1]",$$ - $$$,DessertAmerican,98107,Ballard
199,199,Harvest Vine,4.5,210,"2701 E Madison St, Seattle, WA 98112-4761","#132 of 2,182 Restaurants in Seattle","[118, 55, 18, 9, 2]",$$$$,MediterraneanSpanishBasque,98112,Capitol Hill
200,200,The Wayward Vegan,4.5,104,"801 NE 65th St Suite C, Seattle, WA 98115-6478","#133 of 2,182 Restaurants in Seattle","[83, 17, 2, 1, 1]",$$ - $$$,AmericanCafeVegetarian Friendly,98115,Other
201,201,Flintcreek Cattle Co.,4.5,105,"8421 Greenwood Ave N, Seattle, WA 98103-4236","#134 of 2,182 Restaurants in Seattle","[63, 29, 6, 2, 2]",$$ - $$$,AmericanSteakhouseVegetarian Friendly,98103,Fremont/Wallingford
202,202,Can Can Culinary Cabaret,4.5,166,"95 Pine St, Seattle, WA 98101-1739","#135 of 2,182 Restaurants in Seattle","[106, 34, 11, 5, 8]",$$ - $$$,AmericanVegetarian Friendly,98101,Downtown
203,203,Stoneburner,4.5,223,"5214 Ballard Ave NW, Seattle, WA 98107-4860","#136 of 2,182 Restaurants in Seattle","[127, 54, 19, 10, 5]",$$ - $$$,ItalianPizzaMediterranean,98107,Ballard
204,204,Revel,4.5,193,"403 N 36th St, Seattle, WA 98103-8630","#137 of 2,182 Restaurants in Seattle","[115, 41, 20, 5, 4]",$$ - $$$,AsianKoreanVegetarian Friendly,98103,Fremont/Wallingford
205,205,Plum Vegan Bistro,4.5,284,"1429 12th Ave, Seattle, WA 98122-3905","#138 of 2,182 Restaurants in Seattle","[160, 64, 26, 15, 11]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,98122,Capitol Hill
206,206,Shug's Soda Fountain & Ice Cream,4.5,124,"1525 1st Ave, Seattle, WA 98101-1548",#18 of 112 Desserts in Seattle,"[70, 37, 9, 2, 3]",$,DessertAmerican,98101,Downtown
207,207,Voula's Offshore Cafe,4.5,160,"658 NE Northlake Way, Seattle, WA 98105-6428","#139 of 2,182 Restaurants in Seattle","[88, 46, 15, 4, 1]",$,AmericanCafeDiner,98105,University District
208,208,Cactus,4.5,172,"4220 E Madison St, Seattle, WA 98112-3237","#140 of 2,182 Restaurants in Seattle","[90, 60, 15, 3, 2]",$$ - $$$,MexicanSouthwesternLatin,98112,Capitol Hill
209,209,Kells Irish Restaurant,4.0,400,"1916 Post Aly, Seattle, WA 98101-1015","#141 of 2,182 Restaurants in Seattle","[142, 148, 61, 21, 17]",$$ - $$$,IrishBarPub,98101,Downtown
213,213,Cupcake Royale,4.5,166,"108 Pine St, Seattle, WA 98101-1512",#11 of 88 Bakeries in Seattle,"[77, 60, 15, 5, 3]",$,BakeriesAmerican,98101,Downtown
214,214,Jack's BBQ,4.5,146,"3924 Airport Way S, Seattle, WA 98108-5215","#142 of 2,182 Restaurants in Seattle","[78, 41, 15, 6, 2]",$$ - $$$,AmericanSouthwesternBarbecue,98108,Other
215,215,Uneeda Burger,4.0,174,"4306 Fremont Ave N, Seattle, WA 98103-7224","#143 of 2,182 Restaurants in Seattle","[75, 68, 17, 5, 2]",$$ - $$$,AmericanBarVegetarian Friendly,98103,Fremont/Wallingford
216,216,Sushi Kappo Tamura,4.5,105,"2968 Eastlake Ave E, Seattle, WA 98102-3010","#144 of 2,182 Restaurants in Seattle","[76, 12, 7, 3, 1]",$$$$,JapaneseSeafoodSushi,98102,Capitol Hill
217,217,Jack's Fish Spot,4.0,384,"1514 Pike Pl, Seattle, WA 98101-1574",#38 of 302 Quick Bites in Seattle,"[153, 115, 49, 31, 18]",$,Quick BitesAmericanSeafood,98101,Downtown
218,218,Cinnamon Works,4.5,136,"1536 Pike Pl, Seattle, WA 98101-1527",#12 of 88 Bakeries in Seattle,"[84, 31, 7, 3, 2]",$,BakeriesAmericanFast Food,98101,Downtown
219,219,Ristorante Machiavelli,4.5,220,"1215 Pine St, Seattle, WA 98101-1931","#145 of 2,182 Restaurants in Seattle","[121, 61, 19, 4, 8]",$$ - $$$,ItalianVegetarian FriendlyGluten Free Options,98101,Downtown
220,220,JOEY Kitchen at University Village,4.0,192,"2603 NE 46th St University Village, Seattle, WA 98105-5041","#146 of 2,182 Restaurants in Seattle","[89, 63, 24, 6, 4]",$$ - $$$,BarGrillVegetarian Friendly,98105,University District
221,221,Jazz Alley,4.5,207,"2033 6th Ave, Seattle, WA 98121-2573","#147 of 2,182 Restaurants in Seattle","[112, 60, 19, 6, 4]",$$ - $$$,American,98121,Belltown
222,222,Red Mill,4.5,201,"312 N 67th St, Seattle, WA 98103-5210",#40 of 302 Quick Bites in Seattle,"[95, 62, 21, 6, 1]",$,Quick BitesAmericanFast Food,98103,Fremont/Wallingford
223,223,Pizzeria Pulcinella,4.5,91,"10003 Rainier Ave S, Seattle, WA 98178-2548","#148 of 2,182 Restaurants in Seattle","[56, 30, 2, 1, 0]",$$ - $$$,ItalianPizzaVegetarian Friendly,98178,Other
224,224,Terra Plata,4.0,315,"1501 Melrose Ave, Seattle, WA 98122-3607","#149 of 2,182 Restaurants in Seattle","[149, 97, 33, 16, 12]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,98122,Capitol Hill
225,225,Kedai Makan,4.5,80,"1802 Bellevue Ave, Seattle, WA 98122-2019","#150 of 2,182 Restaurants in Seattle","[59, 12, 7, 0, 0]",$$ - $$$,AsianMalaysianVegetarian Friendly,98122,Capitol Hill
226,226,Barrio Mexican Kitchen & Bar,4.0,217,"1420 12th Ave, Seattle, WA 98122-3906","#151 of 2,182 Restaurants in Seattle","[100, 73, 26, 9, 4]",$$ - $$$,MexicanBarVegetarian Friendly,98122,Capitol Hill
227,227,Cherry Street Coffee House,4.5,89,"700 1st Ave, Seattle, WA 98104-1403",#13 of 225 Coffee & Tea in Seattle,"[47, 28, 4, 2, 1]",$,Quick BitesAmericanCafe,98104,Chinatown
228,228,The Owl 'N Thistle Irish Pub and Restaurant,4.0,153,"808 Post Ave, Seattle, WA 98104-1419","#152 of 2,182 Restaurants in Seattle","[63, 66, 20, 3, 0]",$$ - $$$,IrishBarPub,98104,Chinatown
229,229,Goldfinch Tavern,4.0,246,"99 Union Street, Seattle, WA 98101","#153 of 2,182 Restaurants in Seattle","[116, 65, 35, 22, 4]",$$$$,AmericanBarVegetarian Friendly,98101,Downtown
230,230,La Rustica,4.5,163,"4100 Beach Dr SW, Seattle, WA 98116-3526","#154 of 2,182 Restaurants in Seattle","[105, 37, 15, 2, 3]",$$ - $$$,ItalianVegetarian FriendlyGluten Free Options,98116,Other
231,231,Osteria la Spiga,4.0,214,"1429 12th Ave, Seattle, WA 98122-3905","#155 of 2,182 Restaurants in Seattle","[91, 61, 36, 14, 2]",$$ - $$$,ItalianVegetarian FriendlyGluten Free Options,98122,Capitol Hill
234,234,Buckley's On Queen Anne,4.5,146,"232 1st Ave W, Seattle, WA 98119-4203","#156 of 2,182 Restaurants in Seattle","[63, 60, 17, 2, 2]",$$ - $$$,AmericanBarGrill,98119,Other
235,235,Lil Woody's,4.5,156,"1211 Pine St, Seattle, WA 98101-1931",#42 of 302 Quick Bites in Seattle,"[72, 56, 11, 6, 3]",$,Quick BitesAmericanFast Food,98101,Downtown
236,236,Kizuki Ramen & Izakaya,4.0,152,"320 E Pine St, Seattle, WA 98122","#157 of 2,182 Restaurants in Seattle","[65, 45, 14, 4, 2]",$$ - $$$,JapaneseAsianSoups,98122,Capitol Hill
238,238,Beth's Cafe,4.0,298,"7311 Aurora Ave N, Seattle, WA 98103-5356","#158 of 2,182 Restaurants in Seattle","[139, 96, 29, 12, 15]",$,AmericanCafeDiner,98103,Fremont/Wallingford
239,239,Maneki Restaurant,4.5,142,"304 6th Ave S, Seattle, WA 98104-2714","#159 of 2,182 Restaurants in Seattle","[83, 36, 12, 2, 3]",$$ - $$$,JapaneseSushiAsian,98104,Chinatown
240,240,"Belle Epicurean Bakery, Cafe, Catering & Marketplace",4.5,178,"1206 4th Ave Suite 450, Seattle, WA 98101-3006",#14 of 225 Coffee & Tea in Seattle,"[95, 50, 16, 8, 1]",$$ - $$$,BakeriesCafeEuropean,98101,Downtown
241,241,The Confectional,4.5,136,"1530 Pike Pl, Seattle, WA 98101-1527",#14 of 88 Bakeries in Seattle,"[76, 38, 9, 3, 1]",$$ - $$$,Bakeries,98101,Downtown
242,242,Sound View Cafe,4.0,328,"1501 Pike Pl Suite 501 Ste 501, Seattle, WA 98101","#160 of 2,182 Restaurants in Seattle","[83, 137, 64, 17, 14]",$$ - $$$,AmericanCafeSeafood,98101,Downtown
244,244,Michou,4.5,96,"1904 Pike Pl, Seattle, WA 98101-1013",#44 of 302 Quick Bites in Seattle,"[59, 23, 7, 1, 0]",$,Quick BitesAmericanCafe,98101,Downtown
245,245,Taste of India,4.5,191,"5517 Roosevelt Way NE, Seattle, WA 98105-3630","#161 of 2,182 Restaurants in Seattle","[106, 55, 17, 8, 2]",$$ - $$$,IndianVegetarian FriendlyVegan Options,98105,University District
246,246,Peso's Kitchen & Lounge,4.0,315,"605 Queen Anne Ave N, Seattle, WA 98109-4013","#162 of 2,182 Restaurants in Seattle","[139, 103, 43, 14, 11]",$$ - $$$,MexicanBarPub,98109,Queen Anne/South Lake Union
247,247,I Love Sushi,4.5,205,"1001 Fairview Ave N, Seattle, WA 98109-4438","#163 of 2,182 Restaurants in Seattle","[104, 56, 17, 8, 6]",$$ - $$$,JapaneseSushiAsian,98109,Queen Anne/South Lake Union
248,248,Tavolata - Belltown,4.0,254,"2323 2nd Ave, Seattle, WA 98121-1709","#164 of 2,182 Restaurants in Seattle","[113, 68, 41, 10, 10]",$$ - $$$,ItalianVegetarian FriendlyGluten Free Options,98121,Belltown
249,249,Relish Burger Bistro,4.0,333,"1900 5th Ave at The Westin Seattle, Seattle, WA 98101-1204","#165 of 2,182 Restaurants in Seattle","[95, 131, 60, 21, 11]",$$ - $$$,AmericanBarVegetarian Friendly,98101,Downtown
250,250,Harbor City Restaurant,4.0,205,"707 S King St, Seattle, WA 98104-3017","#166 of 2,182 Restaurants in Seattle","[86, 77, 16, 10, 7]",$$ - $$$,ChineseCantoneseHong Kong,98104,Chinatown
251,251,Poquitos,4.0,229,"1000 E Pike St, Seattle, WA 98122-3819","#167 of 2,182 Restaurants in Seattle","[98, 80, 22, 11, 7]",$$ - $$$,MexicanLatinVegetarian Friendly,98122,Capitol Hill
253,253,Pestle Rock Isan Thai Cuisine,4.5,104,"2305 NW Market St, Seattle, WA 98107-4027","#168 of 2,182 Restaurants in Seattle","[65, 25, 7, 2, 2]",$$ - $$$,AsianThaiVegetarian Friendly,98107,Ballard
255,255,Sunfish Seafood,4.5,113,"2800 Alki Ave SW, Seattle, WA 98116-2723",#45 of 302 Quick Bites in Seattle,"[62, 41, 6, 3, 1]",$$ - $$$,Quick BitesAmericanSeafood,98116,Other
256,256,Agua Verde Cafe,4.0,293,"1303 NE Boat St, Seattle, WA 98105-6701","#170 of 2,182 Restaurants in Seattle","[103, 123, 47, 11, 5]",$$ - $$$,MexicanVegetarian FriendlyVegan Options,98105,University District
257,257,Mkt,4.5,82,"2108 N 55th St, Seattle, WA 98103-6202","#171 of 2,182 Restaurants in Seattle","[62, 16, 2, 1, 0]",$$ - $$$,ItalianAmericanVegetarian Friendly,98103,Fremont/Wallingford
258,258,FareStart Restaurant,4.5,117,"700 Virginia St, Seattle, WA 98101-1216","#172 of 2,182 Restaurants in Seattle","[75, 30, 5, 1, 1]",$$ - $$$,AmericanContemporaryVegetarian Friendly,98101,Downtown
259,259,Black Bottle,4.0,219,"2600 1st Ave, Seattle, WA 98121-1305","#173 of 2,182 Restaurants in Seattle","[78, 87, 32, 10, 4]",$$ - $$$,AmericanInternationalVegetarian Friendly,98121,Belltown
261,261,Pho Viet Anh,4.5,124,"2621 5th Ave, Seattle, WA 98121-1517","#174 of 2,182 Restaurants in Seattle","[66, 37, 10, 4, 0]",$,SushiAsianVietnamese,98121,Belltown
263,263,Dog in the Park,4.5,69,"1520 4th Ave Ste 100, Seattle, WA 98101-1615",#46 of 302 Quick Bites in Seattle,"[38, 20, 2, 2, 0]",$,Quick BitesAmericanFast Food,98101,Downtown
264,264,Honest Biscuits,4.0,147,"1901 Western Ave Suite E, Seattle, WA 98101-1894",#47 of 302 Quick Bites in Seattle,"[74, 40, 17, 7, 4]",$,Quick BitesAmericanCafe,98101,Downtown
265,265,Laredo's Grill,4.5,119,"555 Aloha St, Seattle, WA 98109-3925","#175 of 2,182 Restaurants in Seattle","[62, 38, 13, 2, 0]",$$ - $$$,MexicanSouthwesternLatin,98109,Queen Anne/South Lake Union
266,266,Bongos,4.5,75,"6501 Aurora Ave N, Seattle, WA 98103-5323",#48 of 302 Quick Bites in Seattle,"[49, 19, 3, 0, 0]",$,Quick BitesCaribbeanLatin,98103,Fremont/Wallingford
267,267,Glo's,4.5,165,"1621 E Olive Way, Seattle, WA 98102-5612","#176 of 2,182 Restaurants in Seattle","[99, 43, 11, 3, 6]",$$ - $$$,AmericanCafeDiner,98102,Capitol Hill
268,268,Le Caviste,5.0,62,"1919 7th Ave, Seattle, WA 98101-1207","#177 of 2,182 Restaurants in Seattle","[48, 10, 0, 1, 0]",$$ - $$$,FrenchEuropeanWine Bar,98101,Downtown
269,269,Copine,4.5,73,"6460 24th Ave NW, Seattle, WA 98107-2424","#178 of 2,182 Restaurants in Seattle","[47, 20, 2, 2, 0]",$$$$,FrenchContemporaryVegetarian Friendly,98107,Ballard
270,270,Lunchbox Laboratory,4.0,222,"1253 Thomas St, Seattle, WA 98109-5467","#179 of 2,182 Restaurants in Seattle","[93, 78, 27, 12, 5]",$$ - $$$,AmericanBar,98109,Queen Anne/South Lake Union
271,271,JaK's Grill,4.5,140,"4548 California Ave SW, Seattle, WA 98116-4111","#180 of 2,182 Restaurants in Seattle","[81, 37, 12, 4, 4]",$$ - $$$,AmericanSteakhouseGluten Free Options,98116,Other
272,272,That's Amore! Italian Cafe,4.5,94,"1425 31st Ave S, Seattle, WA 98144-3909","#181 of 2,182 Restaurants in Seattle","[67, 22, 2, 1, 2]",$$ - $$$,ItalianVegetarian FriendlyVegan Options,98144,Other
274,274,Zeitgeist,4.5,146,"171 S Jackson St, Seattle, WA 98104-2852",#15 of 225 Coffee & Tea in Seattle,"[60, 58, 14, 2, 1]",$,Quick BitesAmericanCafe,98104,Chinatown
